"Day ","Items ","Note ","Amount "
"45","Marketing Expense","Cash Payment - Marketing - New York - Red Wine","1200"
"45","Marketing Expense","Cash Payment - Marketing - New York - White Wine","1200"
"45","Marketing Expense","Cash Payment - Marketing - Detroit - Sparkling Wine","1400"
"45","Marketing Expense","Cash Payment - Marketing - Detroit - Red Wine","1400"
"45","Marketing Expense","Cash Payment - Marketing - Detroit - White Wine","1400"
"45","Salary Expense","Cash Payment - Salary Expense","24536"
"45","Depreciation Expense","Non-Cash Expense - Depreciation","15000"
"45","Rental Expense","Cash Payment - Rental - Los Angeles","540"
"45","Rental Expense","Cash Payment - Rental - Miami","1800"
"45","Overflow Expense - Retail","Cash Payment - Overflow Fee  - New York","924"
"45","Rental Expense","Cash Payment - Rental - New York","1340"
"45","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Detroit","621"
"45","Rental Expense","Cash Payment - Rental - Detroit","500"
"44","Human Resource Expense","Counselled","2000"
"44","Human Resource Expense","Counselled","2000"
"44","Human Resource Expense","Counselled","2000"
"44","Human Resource Expense","Counselled","2000"
"44","Marketing Expense","Cash Payment - Marketing - Los Angeles - Sparkling Wine","1400"
"44","Marketing Expense","Cash Payment - Marketing - Los Angeles - Red Wine","1200"
"44","Marketing Expense","Cash Payment - Marketing - Los Angeles - White Wine","1200"
"44","Marketing Expense","Cash Payment - Marketing - New York - Sparkling Wine","1200"
"44","Marketing Expense","Cash Payment - Marketing - New York - Red Wine","1200"
"44","Marketing Expense","Cash Payment - Marketing - New York - White Wine","1200"
"44","Marketing Expense","Cash Payment - Marketing - Detroit - Sparkling Wine","1400"
"44","Marketing Expense","Cash Payment - Marketing - Detroit - Red Wine","1400"
"44","Marketing Expense","Cash Payment - Marketing - Detroit - White Wine","1400"
"44","Salary Expense","Cash Payment - Salary Expense","24536"
"44","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 6071","10"
"44","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 6089","121"
"44","Depreciation Expense","Non-Cash Expense - Depreciation","15000"
"44","Rental Expense","Cash Payment - Rental - Los Angeles","540"
"44","Rental Expense","Cash Payment - Rental - Miami","1800"
"44","Overflow Expense - Retail","Cash Payment - Overflow Fee  - New York","1309"
"44","Rental Expense","Cash Payment - Rental - New York","1340"
"44","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Detroit","702"
"44","Rental Expense","Cash Payment - Rental - Detroit","500"
"43","Marketing Expense","Cash Payment - Marketing - Los Angeles - Sparkling Wine","1400"
"43","Marketing Expense","Cash Payment - Marketing - Los Angeles - Red Wine","1200"
"43","Marketing Expense","Cash Payment - Marketing - Los Angeles - White Wine","1200"
"43","Marketing Expense","Cash Payment - Marketing - New York - Sparkling Wine","1200"
"43","Marketing Expense","Cash Payment - Marketing - New York - Red Wine","1200"
"43","Marketing Expense","Cash Payment - Marketing - New York - White Wine","1200"
"43","Marketing Expense","Cash Payment - Marketing - Detroit - Sparkling Wine","1400"
"43","Marketing Expense","Cash Payment - Marketing - Detroit - Red Wine","1400"
"43","Marketing Expense","Cash Payment - Marketing - Detroit - White Wine","1400"
"43","Salary Expense","Cash Payment - Salary Expense","24536"
"43","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 5934","93"
"43","Shipping Expense","Cash Payment - Move Stock ID: 5232","94960"
"43","Depreciation Expense","Non-Cash Expense - Depreciation","15000"
"43","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Los Angeles","90"
"43","Rental Expense","Cash Payment - Rental - Los Angeles","1080"
"43","Rental Expense","Cash Payment - Rental - Miami","1800"
"43","Overflow Expense - Retail","Cash Payment - Overflow Fee  - New York","1771"
"43","Rental Expense","Cash Payment - Rental - New York","2680"
"43","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Detroit","783"
"43","Rental Expense","Cash Payment - Rental - Detroit","1000"
"42","Human Resource Expense","Counselled","2000"
"42","Human Resource Expense","Counselled","2000"
"42","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"42","Marketing Expense","Cash Payment - Marketing - Los Angeles - Sparkling Wine","1400"
"42","Marketing Expense","Cash Payment - Marketing - Los Angeles - Red Wine","1200"
"42","Marketing Expense","Cash Payment - Marketing - Los Angeles - White Wine","1200"
"42","Marketing Expense","Cash Payment - Marketing - New York - Sparkling Wine","1200"
"42","Marketing Expense","Cash Payment - Marketing - New York - Red Wine","1200"
"42","Marketing Expense","Cash Payment - Marketing - New York - White Wine","1200"
"42","Marketing Expense","Cash Payment - Marketing - Detroit - Sparkling Wine","1400"
"42","Marketing Expense","Cash Payment - Marketing - Detroit - Red Wine","1400"
"42","Marketing Expense","Cash Payment - Marketing - Detroit - White Wine","1400"
"42","Salary Expense","Cash Payment - Salary Expense","24456"
"42","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 5764","25"
"42","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 5777","13"
"42","Maintenance Expense","Cash Payment - Maintenance periodic Machine ID: 246","15000"
"42","Maintenance Expense","Cash Payment - Maintenance periodic Machine ID: 249","15000"
"42","Shipping Expense","Cash Payment - Move Stock ID: 5319","125660"
"42","Shipping Expense","Cash Payment - Move Stock ID: 5659","57160"
"42","Depreciation Expense","Non-Cash Expense - Depreciation","15000"
"42","Rental Expense","Cash Payment - Rental - Los Angeles","1080"
"42","Rental Expense","Cash Payment - Rental - Miami","1800"
"42","Overflow Expense - Retail","Cash Payment - Overflow Fee  - New York","2156"
"42","Rental Expense","Cash Payment - Rental - New York","2680"
"42","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Detroit","837"
"42","Rental Expense","Cash Payment - Rental - Detroit","1000"
"41","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"41","Marketing Expense","Cash Payment - Marketing - Los Angeles - Sparkling Wine","1400"
"41","Marketing Expense","Cash Payment - Marketing - Los Angeles - Red Wine","1200"
"41","Marketing Expense","Cash Payment - Marketing - Los Angeles - White Wine","1200"
"41","Marketing Expense","Cash Payment - Marketing - New York - Sparkling Wine","1200"
"41","Marketing Expense","Cash Payment - Marketing - New York - Red Wine","1200"
"41","Marketing Expense","Cash Payment - Marketing - New York - White Wine","1200"
"41","Marketing Expense","Cash Payment - Marketing - Detroit - Sparkling Wine","1200"
"41","Marketing Expense","Cash Payment - Marketing - Detroit - Red Wine","1200"
"41","Marketing Expense","Cash Payment - Marketing - Detroit - White Wine","1200"
"41","Salary Expense","Cash Payment - Salary Expense","24136"
"41","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 5620","14"
"41","Maintenance Expense","Cash Payment - Maintenance periodic Machine ID: 282","15000"
"41","Depreciation Expense","Non-Cash Expense - Depreciation","15000"
"41","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Los Angeles","90"
"41","Rental Expense","Cash Payment - Rental - Los Angeles","1080"
"41","Rental Expense","Cash Payment - Rental - Miami","1800"
"41","Overflow Expense - Retail","Cash Payment - Overflow Fee  - New York","154"
"41","Rental Expense","Cash Payment - Rental - New York","2680"
"41","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Detroit","648"
"41","Rental Expense","Cash Payment - Rental - Detroit","1000"
"40","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"40","Marketing Expense","Cash Payment - Marketing - Los Angeles - Sparkling Wine","1400"
"40","Marketing Expense","Cash Payment - Marketing - Los Angeles - Red Wine","1200"
"40","Marketing Expense","Cash Payment - Marketing - Los Angeles - White Wine","1200"
"40","Marketing Expense","Cash Payment - Marketing - New York - Sparkling Wine","1200"
"40","Marketing Expense","Cash Payment - Marketing - New York - Red Wine","1200"
"40","Marketing Expense","Cash Payment - Marketing - New York - White Wine","1200"
"40","Marketing Expense","Cash Payment - Marketing - Detroit - Sparkling Wine","1200"
"40","Marketing Expense","Cash Payment - Marketing - Detroit - Red Wine","1200"
"40","Marketing Expense","Cash Payment - Marketing - Detroit - White Wine","1200"
"40","Salary Expense","Cash Payment - Salary Expense","23416"
"40","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 5436","60"
"40","Shipping Expense","Cash Payment - Move Stock ID: 5320","57160"
"40","Depreciation Expense","Non-Cash Expense - Depreciation","15000"
"40","Rental Expense","Cash Payment - Rental - Los Angeles","1080"
"40","Rental Expense","Cash Payment - Rental - Miami","1800"
"40","Rental Expense","Cash Payment - Rental - New York","2680"
"40","Rental Expense","Cash Payment - Rental - Detroit","1000"
"39","Human Resource Expense","Counselled","2000"
"39","Human Resource Expense","Counselled","2000"
"39","Human Resource Expense","Counselled","2000"
"39","Human Resource Expense","Counselled","2000"
"39","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"39","Marketing Expense","Cash Payment - Marketing - Los Angeles - Sparkling Wine","1400"
"39","Marketing Expense","Cash Payment - Marketing - Los Angeles - Red Wine","1200"
"39","Marketing Expense","Cash Payment - Marketing - Los Angeles - White Wine","1200"
"39","Marketing Expense","Cash Payment - Marketing - New York - Sparkling Wine","1200"
"39","Marketing Expense","Cash Payment - Marketing - New York - Red Wine","1200"
"39","Marketing Expense","Cash Payment - Marketing - New York - White Wine","1200"
"39","Marketing Expense","Cash Payment - Marketing - Detroit - Sparkling Wine","1200"
"39","Marketing Expense","Cash Payment - Marketing - Detroit - Red Wine","1200"
"39","Marketing Expense","Cash Payment - Marketing - Detroit - White Wine","1200"
"39","Salary Expense","Cash Payment - Salary Expense","23416"
"39","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 5258","90"
"39","Depreciation Expense","Non-Cash Expense - Depreciation","15000"
"39","Rental Expense","Cash Payment - Rental - Los Angeles","1080"
"39","Rental Expense","Cash Payment - Rental - Miami","1800"
"39","Rental Expense","Cash Payment - Rental - New York","2680"
"39","Rental Expense","Cash Payment - Rental - Detroit","1000"
"38","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"38","Marketing Expense","Cash Payment - Marketing - Los Angeles - Sparkling Wine","1400"
"38","Marketing Expense","Cash Payment - Marketing - Los Angeles - Red Wine","1200"
"38","Marketing Expense","Cash Payment - Marketing - Los Angeles - White Wine","1200"
"38","Marketing Expense","Cash Payment - Marketing - New York - Sparkling Wine","1200"
"38","Marketing Expense","Cash Payment - Marketing - New York - Red Wine","1200"
"38","Marketing Expense","Cash Payment - Marketing - New York - White Wine","1200"
"38","Marketing Expense","Cash Payment - Marketing - Detroit - Sparkling Wine","1200"
"38","Marketing Expense","Cash Payment - Marketing - Detroit - Red Wine","1200"
"38","Marketing Expense","Cash Payment - Marketing - Detroit - White Wine","1200"
"38","Salary Expense","Cash Payment - Salary Expense","23416"
"38","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 5107","141"
"38","Shipping Expense","Cash Payment - Move Stock ID: 4988","55220"
"38","Penalty Expense","Cash Payment - Late penalty - SRV SO ID: 1966","3300"
"38","Depreciation Expense","Non-Cash Expense - Depreciation","15000"
"38","Rental Expense","Cash Payment - Rental - Los Angeles","1080"
"38","Rental Expense","Cash Payment - Rental - Miami","1800"
"38","Rental Expense","Cash Payment - Rental - New York","2680"
"38","Rental Expense","Cash Payment - Rental - Detroit","1000"
"37","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"37","Marketing Expense","Cash Payment - Marketing - Los Angeles - Sparkling Wine","1400"
"37","Marketing Expense","Cash Payment - Marketing - Los Angeles - Red Wine","1200"
"37","Marketing Expense","Cash Payment - Marketing - Los Angeles - White Wine","1200"
"37","Marketing Expense","Cash Payment - Marketing - New York - Sparkling Wine","1200"
"37","Marketing Expense","Cash Payment - Marketing - New York - Red Wine","1200"
"37","Marketing Expense","Cash Payment - Marketing - New York - White Wine","1200"
"37","Marketing Expense","Cash Payment - Marketing - Detroit - Sparkling Wine","1200"
"37","Marketing Expense","Cash Payment - Marketing - Detroit - Red Wine","1200"
"37","Marketing Expense","Cash Payment - Marketing - Detroit - White Wine","1200"
"37","Salary Expense","Cash Payment - Salary Expense","23416"
"37","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 4859","19"
"37","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 4948","20"
"37","Depreciation Expense","Non-Cash Expense - Depreciation","15000"
"37","Rental Expense","Cash Payment - Rental - Los Angeles","1080"
"37","Rental Expense","Cash Payment - Rental - Miami","1800"
"37","Rental Expense","Cash Payment - Rental - New York","2680"
"37","Rental Expense","Cash Payment - Rental - Detroit","1000"
"36","Human Resource Expense","Counselled","2000"
"36","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"36","Marketing Expense","Cash Payment - Marketing - Los Angeles - Sparkling Wine","1400"
"36","Marketing Expense","Cash Payment - Marketing - Los Angeles - Red Wine","1200"
"36","Marketing Expense","Cash Payment - Marketing - Los Angeles - White Wine","1200"
"36","Marketing Expense","Cash Payment - Marketing - New York - Sparkling Wine","1200"
"36","Marketing Expense","Cash Payment - Marketing - New York - Red Wine","1200"
"36","Marketing Expense","Cash Payment - Marketing - New York - White Wine","1200"
"36","Marketing Expense","Cash Payment - Marketing - Detroit - Sparkling Wine","1400"
"36","Marketing Expense","Cash Payment - Marketing - Detroit - Red Wine","1400"
"36","Marketing Expense","Cash Payment - Marketing - Detroit - White Wine","1400"
"36","Salary Expense","Cash Payment - Salary Expense","23416"
"36","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 4791","71"
"36","Penalty Expense","Cash Payment - Late penalty - SRV SO ID: 1975","2200"
"36","Depreciation Expense","Non-Cash Expense - Depreciation","15000"
"36","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Los Angeles","510"
"36","Rental Expense","Cash Payment - Rental - Los Angeles","1080"
"36","Rental Expense","Cash Payment - Rental - Miami","1800"
"36","Rental Expense","Cash Payment - Rental - New York","2680"
"36","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Detroit","351"
"36","Rental Expense","Cash Payment - Rental - Detroit","1000"
"35","Human Resource Expense","Counselled","2000"
"35","Human Resource Expense","Counselled","2000"
"35","Human Resource Expense","Counselled","2000"
"35","Human Resource Expense","Counselled","2000"
"35","Human Resource Expense","Counselled","2000"
"35","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"35","Marketing Expense","Cash Payment - Marketing - Los Angeles - Sparkling Wine","1400"
"35","Marketing Expense","Cash Payment - Marketing - Los Angeles - Red Wine","1200"
"35","Marketing Expense","Cash Payment - Marketing - Los Angeles - White Wine","1200"
"35","Marketing Expense","Cash Payment - Marketing - New York - Sparkling Wine","1200"
"35","Marketing Expense","Cash Payment - Marketing - New York - Red Wine","1200"
"35","Marketing Expense","Cash Payment - Marketing - New York - White Wine","1200"
"35","Marketing Expense","Cash Payment - Marketing - Detroit - Sparkling Wine","1400"
"35","Marketing Expense","Cash Payment - Marketing - Detroit - Red Wine","1400"
"35","Marketing Expense","Cash Payment - Marketing - Detroit - White Wine","1400"
"35","Salary Expense","Cash Payment - Salary Expense","23380"
"35","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 4451","62"
"35","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 4615","28"
"35","Maintenance Expense","Cash Payment - Maintenance periodic Machine ID: 246","15000"
"35","Maintenance Expense","Cash Payment - Maintenance periodic Machine ID: 249","15000"
"35","Shipping Expense","Cash Payment - Move Stock ID: 2861","18378"
"35","Shipping Expense","Cash Payment - Move Stock ID: 4401","169920"
"35","Penalty Expense","Cash Payment - Late penalty - SRV SO ID: 1677","3300"
"35","Depreciation Expense","Non-Cash Expense - Depreciation","15000"
"35","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Los Angeles","660"
"35","Rental Expense","Cash Payment - Rental - Los Angeles","1080"
"35","Rental Expense","Cash Payment - Rental - Miami","1800"
"35","Overflow Expense - Retail","Cash Payment - Overflow Fee  - New York","77"
"35","Rental Expense","Cash Payment - Rental - New York","2680"
"35","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Detroit","405"
"35","Rental Expense","Cash Payment - Rental - Detroit","1000"
"34","Human Resource Expense","Counselled","2000"
"34","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"34","Marketing Expense","Cash Payment - Marketing - Los Angeles - Sparkling Wine","1400"
"34","Marketing Expense","Cash Payment - Marketing - Los Angeles - Red Wine","1200"
"34","Marketing Expense","Cash Payment - Marketing - Los Angeles - White Wine","1200"
"34","Marketing Expense","Cash Payment - Marketing - New York - Sparkling Wine","1200"
"34","Marketing Expense","Cash Payment - Marketing - New York - Red Wine","1200"
"34","Marketing Expense","Cash Payment - Marketing - New York - White Wine","1200"
"34","Marketing Expense","Cash Payment - Marketing - Detroit - Sparkling Wine","1400"
"34","Marketing Expense","Cash Payment - Marketing - Detroit - Red Wine","1400"
"34","Marketing Expense","Cash Payment - Marketing - Detroit - White Wine","1400"
"34","Salary Expense","Cash Payment - Salary Expense","23380"
"34","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 4432","22"
"34","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 4441","132"
"34","Maintenance Expense","Cash Payment - Maintenance periodic Machine ID: 282","15000"
"34","Depreciation Expense","Non-Cash Expense - Depreciation","15000"
"34","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Los Angeles","180"
"34","Rental Expense","Cash Payment - Rental - Los Angeles","1080"
"34","Rental Expense","Cash Payment - Rental - Miami","1800"
"34","Overflow Expense - Retail","Cash Payment - Overflow Fee  - New York","539"
"34","Rental Expense","Cash Payment - Rental - New York","2680"
"34","Rental Expense","Cash Payment - Rental - Detroit","1000"
"33","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"33","Marketing Expense","Cash Payment - Marketing - Los Angeles - Sparkling Wine","1400"
"33","Marketing Expense","Cash Payment - Marketing - New York - Sparkling Wine","1200"
"33","Marketing Expense","Cash Payment - Marketing - New York - Red Wine","1200"
"33","Marketing Expense","Cash Payment - Marketing - New York - White Wine","1200"
"33","Marketing Expense","Cash Payment - Marketing - Detroit - Sparkling Wine","1400"
"33","Marketing Expense","Cash Payment - Marketing - Detroit - Red Wine","1400"
"33","Marketing Expense","Cash Payment - Marketing - Detroit - White Wine","1400"
"33","Salary Expense","Cash Payment - Salary Expense","23380"
"33","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 4270","23"
"33","Shipping Expense","Cash Payment - Move Stock ID: 2860","11340"
"33","Depreciation Expense","Non-Cash Expense - Depreciation","15000"
"33","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Los Angeles","270"
"33","Rental Expense","Cash Payment - Rental - Los Angeles","1080"
"33","Rental Expense","Cash Payment - Rental - Miami","1800"
"33","Overflow Expense - Retail","Cash Payment - Overflow Fee  - New York","924"
"33","Rental Expense","Cash Payment - Rental - New York","2680"
"33","Rental Expense","Cash Payment - Rental - Detroit","1000"
"32","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"32","Marketing Expense","Cash Payment - Marketing - Los Angeles - Sparkling Wine","1400"
"32","Marketing Expense","Cash Payment - Marketing - New York - Sparkling Wine","1200"
"32","Marketing Expense","Cash Payment - Marketing - New York - Red Wine","1200"
"32","Marketing Expense","Cash Payment - Marketing - New York - White Wine","1200"
"32","Marketing Expense","Cash Payment - Marketing - Detroit - Sparkling Wine","1400"
"32","Marketing Expense","Cash Payment - Marketing - Detroit - Red Wine","1400"
"32","Marketing Expense","Cash Payment - Marketing - Detroit - White Wine","1400"
"32","Salary Expense","Cash Payment - Salary Expense","23304"
"32","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 4125","15"
"32","Shipping Expense","Cash Payment - Move Stock ID: 3502","36236"
"32","Depreciation Expense","Non-Cash Expense - Depreciation","15000"
"32","Rental Expense","Cash Payment - Rental - Los Angeles","1080"
"32","Rental Expense","Cash Payment - Rental - Miami","1800"
"32","Rental Expense","Cash Payment - Rental - New York","2680"
"32","Rental Expense","Cash Payment - Rental - Detroit","1000"
"31","Human Resource Expense","Counselled","2000"
"31","Human Resource Expense","Counselled","2000"
"31","Human Resource Expense","Counselled","2000"
"31","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"31","Marketing Expense","Cash Payment - Marketing - Los Angeles - Sparkling Wine","1400"
"31","Marketing Expense","Cash Payment - Marketing - New York - Sparkling Wine","1200"
"31","Marketing Expense","Cash Payment - Marketing - New York - Red Wine","1200"
"31","Marketing Expense","Cash Payment - Marketing - New York - White Wine","1200"
"31","Marketing Expense","Cash Payment - Marketing - Detroit - Sparkling Wine","1200"
"31","Marketing Expense","Cash Payment - Marketing - Detroit - Red Wine","1200"
"31","Marketing Expense","Cash Payment - Marketing - Detroit - White Wine","1200"
"31","Salary Expense","Cash Payment - Salary Expense","23000"
"31","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 3963","15"
"31","Depreciation Expense","Non-Cash Expense - Depreciation","15000"
"31","Rental Expense","Cash Payment - Rental - Los Angeles","1080"
"31","Rental Expense","Cash Payment - Rental - Miami","1800"
"31","Rental Expense","Cash Payment - Rental - New York","2680"
"31","Rental Expense","Cash Payment - Rental - Detroit","1000"
"30","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"30","Marketing Expense","Cash Payment - Marketing - Los Angeles - Sparkling Wine","1200"
"30","Marketing Expense","Cash Payment - Marketing - Los Angeles - Red Wine","1200"
"30","Marketing Expense","Cash Payment - Marketing - Los Angeles - White Wine","1200"
"30","Marketing Expense","Cash Payment - Marketing - New York - Sparkling Wine","1200"
"30","Marketing Expense","Cash Payment - Marketing - New York - Red Wine","1200"
"30","Marketing Expense","Cash Payment - Marketing - New York - White Wine","1200"
"30","Marketing Expense","Cash Payment - Marketing - Detroit - Sparkling Wine","1200"
"30","Marketing Expense","Cash Payment - Marketing - Detroit - Red Wine","1200"
"30","Marketing Expense","Cash Payment - Marketing - Detroit - White Wine","1200"
"30","Salary Expense","Cash Payment - Salary Expense","22316"
"30","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 3765","24"
"30","Depreciation Expense","Non-Cash Expense - Depreciation","15000"
"30","Rental Expense","Cash Payment - Rental - Los Angeles","1080"
"30","Rental Expense","Cash Payment - Rental - Miami","1800"
"30","Rental Expense","Cash Payment - Rental - New York","2680"
"30","Rental Expense","Cash Payment - Rental - Detroit","1000"
"29","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"29","Marketing Expense","Cash Payment - Marketing - Los Angeles - Sparkling Wine","1200"
"29","Marketing Expense","Cash Payment - Marketing - Los Angeles - Red Wine","1200"
"29","Marketing Expense","Cash Payment - Marketing - Los Angeles - White Wine","1200"
"29","Marketing Expense","Cash Payment - Marketing - New York - Sparkling Wine","1200"
"29","Marketing Expense","Cash Payment - Marketing - New York - Red Wine","1200"
"29","Marketing Expense","Cash Payment - Marketing - New York - White Wine","1200"
"29","Marketing Expense","Cash Payment - Marketing - Detroit - Sparkling Wine","1200"
"29","Marketing Expense","Cash Payment - Marketing - Detroit - Red Wine","1200"
"29","Marketing Expense","Cash Payment - Marketing - Detroit - White Wine","1200"
"29","Salary Expense","Cash Payment - Salary Expense","22316"
"29","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 3464","25"
"29","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 3607","132"
"29","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 3625","100"
"29","Depreciation Expense","Non-Cash Expense - Depreciation","15000"
"29","Rental Expense","Cash Payment - Rental - Los Angeles","1080"
"29","Rental Expense","Cash Payment - Rental - Miami","1800"
"29","Rental Expense","Cash Payment - Rental - New York","2680"
"29","Rental Expense","Cash Payment - Rental - Detroit","1000"
"28","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"28","Marketing Expense","Cash Payment - Marketing - Los Angeles - Sparkling Wine","1400"
"28","Marketing Expense","Cash Payment - Marketing - Los Angeles - Red Wine","1400"
"28","Marketing Expense","Cash Payment - Marketing - Los Angeles - White Wine","1400"
"28","Marketing Expense","Cash Payment - Marketing - New York - Sparkling Wine","1200"
"28","Marketing Expense","Cash Payment - Marketing - New York - Red Wine","1200"
"28","Marketing Expense","Cash Payment - Marketing - New York - White Wine","1200"
"28","Marketing Expense","Cash Payment - Marketing - Detroit - Sparkling Wine","1200"
"28","Marketing Expense","Cash Payment - Marketing - Detroit - Red Wine","1200"
"28","Marketing Expense","Cash Payment - Marketing - Detroit - White Wine","1200"
"28","Salary Expense","Cash Payment - Salary Expense","22316"
"28","Maintenance Expense","Cash Payment - Maintenance periodic Machine ID: 246","15000"
"28","Maintenance Expense","Cash Payment - Maintenance periodic Machine ID: 249","15000"
"28","Penalty Expense","Cash Payment - Late penalty - SRV SO ID: 655","5500"
"28","Depreciation Expense","Non-Cash Expense - Depreciation","15000"
"28","Rental Expense","Cash Payment - Rental - Los Angeles","1080"
"28","Overflow Expense - Warehouse","Cash Payment - Overflow Fee - Miami","432"
"28","Rental Expense","Cash Payment - Rental - Miami","1800"
"28","Rental Expense","Cash Payment - Rental - New York","2680"
"28","Rental Expense","Cash Payment - Rental - Detroit","1000"
"27","Human Resource Expense","Counselled","2000"
"27","Human Resource Expense","Counselled","2000"
"27","Human Resource Expense","Counselled","2000"
"27","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"27","Marketing Expense","Cash Payment - Marketing - Los Angeles - Sparkling Wine","1400"
"27","Marketing Expense","Cash Payment - Marketing - Los Angeles - Red Wine","1400"
"27","Marketing Expense","Cash Payment - Marketing - Los Angeles - White Wine","1400"
"27","Marketing Expense","Cash Payment - Marketing - New York - Sparkling Wine","1200"
"27","Marketing Expense","Cash Payment - Marketing - New York - Red Wine","1200"
"27","Marketing Expense","Cash Payment - Marketing - New York - White Wine","1200"
"27","Marketing Expense","Cash Payment - Marketing - Detroit - Sparkling Wine","1200"
"27","Marketing Expense","Cash Payment - Marketing - Detroit - Red Wine","1200"
"27","Marketing Expense","Cash Payment - Marketing - Detroit - White Wine","1200"
"27","Salary Expense","Cash Payment - Salary Expense","22316"
"27","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 3288","130"
"27","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 3308","181"
"27","Maintenance Expense","Cash Payment - Maintenance periodic Machine ID: 282","15000"
"27","Shipping Expense","Cash Payment - Move Stock ID: 2743","36236"
"27","Depreciation Expense","Non-Cash Expense - Depreciation","15000"
"27","Rental Expense","Cash Payment - Rental - Los Angeles","1080"
"27","Overflow Expense - Warehouse","Cash Payment - Overflow Fee - Miami","405"
"27","Rental Expense","Cash Payment - Rental - Miami","1800"
"27","Rental Expense","Cash Payment - Rental - New York","2680"
"27","Rental Expense","Cash Payment - Rental - Detroit","1000"
"26","Human Resource Expense","Cash Payment - Staff Recruiting - Production","30000"
"26","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"26","Marketing Expense","Cash Payment - Marketing - Los Angeles - Sparkling Wine","1400"
"26","Marketing Expense","Cash Payment - Marketing - Los Angeles - Red Wine","1400"
"26","Marketing Expense","Cash Payment - Marketing - Los Angeles - White Wine","1400"
"26","Marketing Expense","Cash Payment - Marketing - New York - Sparkling Wine","1000"
"26","Marketing Expense","Cash Payment - Marketing - New York - Red Wine","1000"
"26","Marketing Expense","Cash Payment - Marketing - New York - White Wine","1000"
"26","Marketing Expense","Cash Payment - Marketing - Detroit - Sparkling Wine","1000"
"26","Marketing Expense","Cash Payment - Marketing - Detroit - Red Wine","1000"
"26","Marketing Expense","Cash Payment - Marketing - Detroit - White Wine","1000"
"26","Salary Expense","Cash Payment - Salary Expense","22316"
"26","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 3116","127"
"26","Penalty Expense","Cash Payment - Late penalty - SRV SO ID: 388","4400"
"26","Depreciation Expense","Non-Cash Expense - Depreciation","15000"
"26","Rental Expense","Cash Payment - Rental - Los Angeles","1080"
"26","Overflow Expense - Warehouse","Cash Payment - Overflow Fee - Miami","354"
